4/7/2003	82.6	82.9	80.25	80.47	8884800	0	7206173	80.67	85.51	75.83
4/8/2003	80.62	80.7	78.47	80.07	8057800	0	10711136	80.9	85.1	76.7
4/9/2003	79.95	80.74	78.63	78.71	8550400	0	2809107	81.08	84.53	77.63
4/10/2003	79.1	79.25	78.13	79.01	6882600	0	6742021	81.11	84.48	77.73
4/11/2003	80.1	81.3	78.45	78.75	7574600	0	762074	81.1	84.5	77.69
4/14/2003	78.5	80.07	78.16	80.07	9056400	0	9818474	80.98	84.35	77.6
4/15/2003	80.07	82.85	79.71	82.79	13620900	0	22918830	80.99	84.4	77.58
4/16/2003	83	84.4	82.74	82.88	10791700	0	13947417	81.04	84.52	77.56
4/17/2003	82.88	84.4	81.89	84.26	8803400	0	21768764	81.14	84.86	77.41
4/21/2003	84.26	84.51	83.1	83.36	6705100	0	17536467	81.06	84.53	77.6
4/22/2003	83.1	86.06	82.6	85.63	9543500	0	24707883	81.23	85.2	77.26
4/23/2003	85.63	85.97	84.97	85.75	7085000	0	28675483	81.35	85.69	77.01
4/24/2003	84.65	85.7	84.63	85.2	5943300	0	29064297	81.53	86.18	76.87
4/25/2003	85.21	85.28	83.86	83.88	6791200	0	22464399	81.65	86.42	76.88
4/28/2003	84.05	85.5	83.62	85.12	6363700	0	26255539	81.86	86.84	76.88
4/29/2003	85.34	86.49	84.97	85.66	8732400	0	25451239	82.23	87.21	77.24
4/30/2003	85.48	85.67	84.68	84.9	8445000	0	20759572	82.53	87.37	77.69
5/1/2003	85.3	86.23	84.47	85.89	7486300	0	25353438	82.76	87.78	77.73
5/2/2003	84.95	87.57	84.45	87.57	8382100	0	33735538	83.04	88.46	77.61
5/5/2003	87.2	88	86.52	86.52	7634400	0	26101138	83.32	88.85	77.8
5/6/2003	86.1	88.34	86	87.51	7459600	0	28268885	83.68	89.32	78.03
5/7/2003	86.95	87.81	86.5	86.68	6755600	0	23369786	84.01	89.54	78.47
5/8/2003	86.37	86.78	85.75	86.05	7188200	8628960	20368887	84.37	89.41	79.34
5/9/2003	86.9	87.7	86.4	87.55	6223000	8554862	25155810	84.8	89.37	80.23
5/12/2003	87.55	89.26	87.1	89	8446100	8592662	31568590	85.31	89.32	81.31
5/13/2003	88.78	90.1	88.56	89.98	8669100	8633678	38886661	85.81	89.54	82.08
5/14/2003	90	90.4	88.3	88.7	7752500	8675284	34087495	86.1	89.76	82.44
5/15/2003	89.5	89.96	89	89.9	7104000	8684182	40303495	86.46	90.16	82.75
5/16/2003	89.67	89.89	88.95	88.99	6832600	8703294	34052392	86.69	90.41	82.98
5/19/2003	88.05	88.47	86.41	86.45	7298100	8686672	27037714	86.85	90.24	83.46
5/20/2003	86.58	87.24	84.89	85.77	7332600	8700472	25196763	86.85	90.23	83.47
5/21/2003	85.77	86.18	85.08	86.18	6742400	8672900	31939163	86.88	90.23	83.52
5/22/2003	86.25	86.8	85.8	86.08	6277400	8543084	29177107	86.92	90.21	83.63
5/23/2003	85.75	85.95	85.1	85.26	5188500	8437842	25941925	86.99	90.07	83.9
5/27/2003	84.9	87.9	84.51	87.69	7163500	8378758	32217912	87.12	90.09	84.14
5/28/2003	87.6	88.7	87.4	87.57	6542300	8205692	27386675	87.21	90.12	84.31
5/29/2003	87.57	88.59	87.2	87.36	6898900	8127760	22076011	87.34	90.04	84.63
5/30/2003	87.45	88.68	87.45	88.04	6212500	8042528	21823470	87.44	90.08	84.81
6/2/2003	89	89.08	87.25	87.33	7767100	8016898	14735461	87.43	90.07	84.8
6/3/2003	84	85.24	83.24	83.82	21110100	8187144	5869219	87.3	90.35	84.24
6/4/2003	84	84.96	83.83	84.25	10734000	8214872	3114475	87.13	90.46	83.81
6/5/2003	84	84.25	81.75	81.9	15273700	8344804	-10326381	86.89	90.93	82.86
6/6/2003	82.25	83.23	79.84	80.05	15164500	8437462	-23612093	86.59	91.61	81.58
6/9/2003	80	82	79.81	82	9758000	8487306	-13854093	86.32	91.69	80.94
6/10/2003	82.8	82.92	81.21	81.71	8896300	8532246	-17547878	85.95	91.53	80.37
6/11/2003	82.75	84.15	82.29	83.97	9812000	8522364	-9634975	85.65	90.97	80.33
6/12/2003	84.8	84.98	83.55	83.95	7072300	8506472	-12750744	85.41	90.59	80.24
6/13/2003	84.15	84.29	82.51	82.75	5724500	8426944	-16931558	85.06	89.92	80.19
6/16/2003	83.1	84.55	82.55	84.5	6492500	8364250	-10763683	84.83	89.35	80.31
6/17/2003	84.95	84.95	83.8	84.3	5873700	8302004	-11529818	84.72	89.19	80.26
6/18/2003	84.15	84.99	83.22	84.7	5942500	8243158	-7534578	84.67	89.11	80.23
6/19/2003	84.95	85.29	84.5	84.55	7277100	8227544	-13890526	84.59	88.97	80.21
6/20/2003	85	85.24	84.69	84.92	12868800	8313912	-15996330	84.53	88.86	80.2
6/23/2003	84.79	84.79	82.97	83.18	6311600	8302492	-20851407	84.43	88.79	80.07
6/24/2003	82.95	84.18	82.85	83.63	5063200	8252264	-19975816	84.22	88.33	80.12
6/25/2003	83.55	84.16	82.09	82.49	5548000	8182096	-23379661	83.97	87.83	80.11
6/26/2003	83.7	84.38	82.82	84.35	6374400	8037166	-17250430	83.82	87.37	80.27
6/27/2003	84.15	84.65	83.22	83.42	4532900	7911990	-20515386	83.59	86.56	80.62
6/30/2003	83.9	84.2	82.5	82.5	10100200	7937926	-30615586	83.35	85.8	80.89
7/1/2003	82.55	83.66	81.4	83.59	5785800	7919540	-25188199	83.34	85.78	80.89
7/2/2003	83.95	84.89	83.75	84.74	6061400	7849898	-20721904	83.36	85.85	80.87
7/3/2003	84.25	84.69	83.48	83.95	3009500	7768388	-21393445	83.46	85.88	81.05
7/7/2003	84.8	86.45	84.74	86.09	7508600	7799694	-17046361	83.76	85.89	81.64
7/8/2003	86.09	86.75	85.19	86.25	5873900	7781348	-14937782	83.98	86.2	81.75
7/9/2003	86.1	86.35	84.85	85.47	6726700	7788608	-16103743	84.17	86.22	82.11
7/10/2003	85	85.22	83.47	84.03	7509300	7764146	-18807091	84.17	86.22	82.11
7/11/2003	84.2	85.28	83.7	84.89	4534700	7685940	-16511040	84.22	86.29	82.14
7/14/2003	86	86.58	85.42	85.42	6455400	7665322	-22966440	84.35	86.37	82.33
7/15/2003	86.15	87	85.82	86.44	7910900	7655898	-22564191	84.45	86.66	82.23
7/16/2003	87	87.03	85.85	86.74	8851900	7680248	-18063225	84.57	87	82.14
7/17/2003	83.8	83.94	82.5	83.33	13366800	7798392	-16021075	84.5	86.99	82.01
7/18/2003	83.85	84.02	83.21	83.72	8567500	7834630	-13799871	84.46	86.97	81.94
7/21/2003	83.2	83.43	82.21	82.5	7036200	7831590	-17490993	84.34	86.98	81.69
7/22/2003	82.5	83.26	81.52	81.85	8744300	7882016	-22918489	84.27	87.09	81.45
7/23/2003	82	82.77	81.73	82.3	5326700	7819628	-22406306	84.2	87.14	81.27
7/24/2003	82.95	82.99	81.51	81.51	5858600	7763418	-28264906	84.15	87.23	81.08
7/25/2003	81.85	83.74	81.57	83.55	6207600	7732520	-23144352	84.11	87.2	81.03
7/28/2003	83.67	83.7	82.04	82.54	6423500	7718910	-25698273	84.07	87.22	80.92
7/29/2003	82.55	82.88	81.6	81.8	7280800	7727874	-30703823	84.04	87.27	80.8
7/30/2003	82.45	82.45	80.58	80.96	6654400	7715000	-34653761	83.9	87.4	80.41
7/31/2003	81.8	82.54	81.1	81.25	8051400	7729376	-41027786	83.73	87.39	80.07
8/1/2003	81.15	81.27	80.05	81.27	6475500	7724038	-34552286	83.6	87.4	79.79
8/4/2003	80.75	81.36	80.06	81.13	5889700	7716284	-30746634	83.35	87.12	79.58
8/5/2003	81.13	81.33	79.8	79.85	7025400	7753022	-37312858	83.03	86.85	79.21
8/6/2003	79.7	80.68	78.73	79.75	7472900	7759210	-36967954	82.74	86.64	78.84
8/7/2003	79.85	80.82	79.38	80.69	5299500	7734354	-32625309	82.57	86.52	78.62
8/8/2003	81.05	81.27	80.35	80.88	4615600	7688688	-31922935	82.37	86.24	78.51
8/11/2003	80.87	81.5	80.28	81.02	4262200	7649682	-31014597	82.15	85.8	78.51
8/12/2003	81.45	81.54	80.65	81.51	4634200	7587024	-26692815	81.91	84.98	78.84
8/13/2003	81.65	82.19	80.58	81.2	5138400	7267590	-27873690	81.63	83.76	79.5
8/14/2003	81	81.75	80.69	81.56	4563400	7144178	-24946225	81.54	83.53	79.56
8/15/2003	81.8	81.98	81.2	81.79	3623600	6911176	-23087969	81.45	83.17	79.72
8/18/2003	82.05	83.68	81.9	83.52	6847900	6744844	-17471152	81.5	83.39	79.6
8/19/2003	83.75	83.81	82.56	83.19	6319300	6676070	-17420598	81.56	83.6	79.53
8/20/2003	82.8	83.31	82	83.05	4828700	6594718	-14508634	81.6	83.71	79.49
8/21/2003	83.39	83.85	82.85	82.85	5185200	6502182	-19693834	81.67	83.85	79.49
8/22/2003	83.5	84.72	82.96	82.97	7434900	6509434	-27044246	81.64	83.73	79.55
8/25/2003	82.85	83.03	81.75	81.96	5151500	6497974	-30505410	81.61	83.67	79.55
8/26/2003	81.65	82.54	81.27	82.5	5569700	6479518	-25286557	81.65	83.74	79.55
8/27/2003	82	82.53	81.9	82	3789200	6437828	-27872837	81.7	83.77	79.62
8/28/2003	82	82.34	81.27	81.9	5516300	6429304	-26893307	81.73	83.79	79.66
8/29/2003	81.95	82.11	81.56	82.01	4223600	6368234	-24205561	81.77	83.82	79.71
9/2/2003	82.4	85.96	82.3	85.76	12425600	6359370	-13137950	82	84.67	79.33
9/3/2003	86.24	87.3	86	86.33	10835700	6449852	-18472449	82.32	85.41	79.23
9/4/2003	86.33	88.29	85.69	87.91	9891400	6546416	-11472381	82.73	86.44	79.02
9/5/2003	87.65	88.26	86.75	86.95	7896800	6593392	-17277314	83.04	87.06	79.03
9/8/2003	88.45	89.66	88.35	89.1	9218200	6650268	-15940323	83.45	88.13	78.78
9/9/2003	89.2	89.97	88.93	89.42	8188400	6723378	-16412731	83.87	89.08	78.67
9/10/2003	88.99	89	87.61	87.84	7322600	6667826	-21312024	84.19	89.55	78.83
9/11/2003	86.5	88.42	86.4	87.92	9755600	6747222	-16385929	84.53	89.94	79.12
9/12/2003	87.6	89.01	87.2	88.7	7209200	6770178	-11646179	84.88	90.4	79.36
9/15/2003	89.75	89.96	88.39	88.49	7303400	6856056	-18019209	85.22	90.76	79.68
9/16/2003	88.75	90.41	88.49	90.29	7897300	6863830	-11109072	85.56	91.46	79.66
9/17/2003	90.4	91.94	90.2	90.63	9087100	6928094	-15704847	85.93	92.12	79.74
9/18/2003	90.63	92.43	90.46	92	8338800	6960336	-11006335	86.38	92.95	79.8
9/19/2003	92.45	93.47	91.8	93.28	9416900	6998488	-3732203	86.9	93.91	79.89
9/22/2003	92	92.24	90.9	91.39	7302900	7053852	-5694176	87.32	94.35	80.29
9/23/2003	91.5	92.09	90.56	91.34	7936900	7083482	-5538550	87.79	94.57	81.01
9/24/2003	91.08	91.82	89.33	89.4	7576100	7076786	-12688685	88.13	94.49	81.77
9/25/2003	89.4	90.97	89.2	89.41	6586300	7031474	-17712134	88.5	94.22	82.78
9/26/2003	89.41	90.14	89	89.05	5096600	6866070	-22361664	88.86	93.71	84.01
9/29/2003	89.25	90.18	89.07	89.45	5723300	6809186	-24166308	89.23	92.93	85.54
9/30/2003	89.2	89.25	87.9	88.33	7060200	6809666	-26728899	89.36	92.73	85.99
10/1/2003	88.75	90.6	88.7	90.35	7926800	6793316	-20888099	89.56	92.65	86.47
10/2/2003	89.55	90.45	89.22	90.08	7429600	6835374	-17928340	89.67	92.67	86.67
10/3/2003	91	91.95	90.57	90.64	7479400	6867790	-24648960	89.86	92.61	87.1
10/6/2003	90.74	91.76	90.51	91.18	3845600	6820550	-24372077	89.96	92.75	87.17
10/7/2003	90.5	91.7	90.4	91.7	5369800	6799476	-19002277	90.07	92.95	87.2
10/8/2003	92	92.87	91.95	92.66	6418900	6782238	-15513744	90.31	93.21	87.42
10/9/2003	93.3	93.6	92.2	92.45	7593000	6801010	-20394958	90.54	93.36	87.72
10/10/2003	92.4	93.18	92.36	92.67	4499100	6729964	-21492300	90.74	93.57	87.91
10/13/2003	93.1	93.54	92.58	93.2	4639200	6693238	-20139200	90.98	93.8	88.15
10/14/2003	92.65	92.95	92.32	92.72	4703500	6669514	-18870001	91.1	94	88.19
10/15/2003	93.9	94.54	92.74	92.74	11669300	6762392	-30539301	91.2	94.18	88.22
10/16/2003	89.25	89.7	88.66	89.28	16989500	6952724	-27272090	91.07	94.14	88
10/17/2003	89.28	89.68	88.81	89.23	9506900	7036872	-27599914	90.86	93.86	87.87
10/20/2003	89.35	89.4	88.86	89	6977300	7084106	-30959355	90.74	93.83	87.65
10/21/2003	89.25	89.34	88.7	88.93	5287100	7104604	-32446352	90.62	93.8	87.45
10/22/2003	88.25	89.01	87.9	88.46	5599800	7123916	-32395903	90.58	93.85	87.31
10/23/2003	87.6	88.4	87.53	88.15	6048800	7142124	-29823425	90.51	93.92	87.11
10/24/2003	88	88.64	87.72	88.42	5471800	7160292	-26968573	90.48	93.95	87.01
10/27/2003	88.8	89.1	88.17	88.52	5093900	7189698	-28228354	90.44	93.98	86.89
10/28/2003	89.05	89.9	88.52	89.9	6959700	7191934	-21268654	90.51	93.94	87.09
10/29/2003	89.6	89.94	89.15	89.34	5183100	7169210	-23958618	90.46	93.93	87
10/30/2003	90	90.17	89.06	89.12	6535500	7203346	-29787577	90.42	93.92	86.91
10/31/2003	89.2	90.71	89.2	89.48	4849100	7196624	-32838335	90.36	93.89	86.83
11/3/2003	89.9	90.84	89.48	89.68	5825641	7164438.82	-36950553	90.28	93.8	86.76
11/4/2003	89.68	89.8	88.86	89.14	5145601	7164320.84	-39030689	90.15	93.65	86.66
11/5/2003	88.52	88.88	88	88.49	6296500	7178856.84	-38315178	89.95	93.31	86.58
11/6/2003	88.33	89.59	87.72	89.34	5668900	7216450.84	-34162026	89.79	92.96	86.62
11/7/2003	89.4	89.6	88.26	88.26	5570100	7217526.84	-39732126	89.57	92.51	86.63
11/10/2003	89.55	90.47	89.55	89.95	8346500	7299984.84	-40820800	89.41	91.84	86.97
11/11/2003	90	90.03	88.89	89.36	4841200	7148296.84	-41670134	89.24	91.15	87.33
11/12/2003	89.45	91.16	89.31	90.69	5906200	7049706.84	-38764922	89.14	90.39	87.89
11/13/2003	90.4	91.48	90.16	91.09	5277900	6957436.84	-36605781	89.23	90.74	87.72
11/14/2003	91.02	91.42	89.81	90.25	4510500	6889710.84	-38650914	89.28	90.86	87.7
11/17/2003	89.9	90.05	89.03	89.8	4748900	6800324.84	-36229907	89.32	90.91	87.73
11/18/2003	89.92	90.18	88.9	88.95	5284500	6742246.84	-41101555	89.32	90.91	87.73
11/19/2003	88.32	89.83	88.32	89.4	4156900	6678932.84	-39312161	89.37	90.9	87.83
11/20/2003	89.3	89.79	88.38	88.39	5112300	6586066.84	-44351946	89.38	90.88	87.88
11/21/2003	88.4	88.85	88.23	88.63	5935300	6560588.84	-42628794	89.39	90.87	87.91
11/24/2003	89.03	89.74	88.95	89.66	4722400	6508968.84	-38862830	89.45	90.87	88.02
11/25/2003	89.66	89.85	89.27	89.43	4306100	6437144.84	-40793151	89.42	90.83	88.01
11/26/2003	89.79	90.09	89.11	89.91	4146800	6338338.84	-38169665	89.45	90.88	88.03
11/28/2003	89.9	90.68	89.62	90.54	2193200	6215426.84	-36555801	89.52	91.01	88.03
12/1/2003	90.9	91.36	90.48	91.01	5234400	6131776.84	-35485128	89.6	91.23	87.97
12/2/2003	90.57	91.48	90.52	90.75	5092900	6087576.84	-38137680	89.65	91.35	87.95
12/3/2003	91.15	91.44	90.3	90.3	6170600	6052250.84	-44308280	89.71	91.42	88
12/4/2003	90.05	91.44	90.03	91.42	5360700	6007942.84	-39099657	89.86	91.62	88.09
12/5/2003	91.3	91.3	90.5	90.64	5878400	5993784.84	-42920617	89.92	91.7	88.14
12/8/2003	90.52	91.47	90.52	91.2	5342000	5998692.84	-40615122	90.07	91.76	88.38
12/9/2003	91.15	92.16	90.61	90.63	6971500	6023656.84	-47406712	90.1	91.81	88.4
12/10/2003	90.69	92.74	90.66	91.73	7140400	6025260.84	-47200739	90.22	92.03	88.41
12/11/2003	91.96	92.97	91.92	92.4	6412100	5994966.84	-47750348	90.31	92.34	88.27
12/12/2003	92.7	93.16	92.24	92.71	5080000	5947974.84	-47639913	90.39	92.66	88.12
12/15/2003	93.43	93.97	92.08	92.11	5964500	5917676.84	-53415064	90.48	92.87	88.09
12/16/2003	92.11	94.12	91.88	93.98	7455800	5989880.84	-46891239	90.69	93.5	87.88
12/17/2003	93.85	93.87	92.85	93.4	6056500	6003614.84	-46416219	90.91	93.84	87.99
12/18/2003	93	93.38	92.5	92.73	6873500	6012706.84	-49696753	91.08	94.02	88.14
12/19/2003	93.23	93.25	92.67	93.14	7090700	6002660.84	-45295629	91.32	94.12	88.52
12/22/2003	92.83	93.5	92.78	93.39	4332300	5999324.84	-42287087	91.55	94.2	88.9
12/23/2003	93.07	93.44	92.34	92.79	3677200	5980084.84	-42955669	91.71	94.26	89.16
12/24/2003	92.8	92.8	92.18	92.27	1760500	5921224.84	-44205056	91.85	94.19	89.52
12/26/2003	92.37	93	92.3	92.9	1408500	5716008.84	-43198985	92	94.2	89.8
12/29/2003	93.1	93.73	93.03	93.52	4034200	5456902.84	-41585305	92.15	94.34	89.97
12/30/2003	93.27	93.5	92.36	92.63	4002800	5346820.84	-43692042	92.23	94.36	90.1
12/31/2003	92.66	92.85	92.16	92.68	4726900	5301812.84	-41294339	92.33	94.35	90.3
1/2/2004	92.86	93.05	91.2	91.55	5331100	5302692.84	-44608266	92.39	94.23	90.55
1/5/2004	92	93.09	92	93.05	5276500	5296226.84	-39719032	92.47	94.28	90.67
1/6/2004	92.2	93.19	92.14	93.06	4380000	5262850.84	-36423603	92.59	94.2	90.98
1/7/2004	93.14	93.38	92.47	92.78	4927600	5251966.84	-37993937	92.67	94.15	91.19
1/8/2004	93.21	93.21	92.03	93.04	6251800	5275124.84	-33543504	92.79	93.94	91.64
1/9/2004	91.75	92.35	91	91.21	7932000	5294570.84	-39007770	92.77	94.03	91.5
1/12/2004	91.21	92.14	91.21	91.55	5130400	5293516.84	-40386910	92.72	94.09	91.36
1/13/2004	91.45	91.51	89.01	89.7	8843000	5339666.84	-44348574	92.57	94.47	90.68
1/14/2004	89.9	90.46	89.75	90.31	5537000	5353424.84	-41151151	92.48	94.62	90.35
1/15/2004	95	95.65	93.55	94.02	19780100	5632514.02	-52077302	92.49	94.62	90.35
1/16/2004	95	95.35	94.71	95.32	9303000	5715662	-43646458	92.58	95.03	90.14
1/20/2004	96	97.44	95.73	97.1	9285300	5775438	-38053558	92.8	95.94	89.66
1/21/2004	97.23	98.04	96.64	97.7	6952800	5801116	-34477832	93.03	96.83	89.23
1/22/2004	97.84	98.16	97.32	97.51	4371600	5777146	-36871804	93.23	97.51	88.96
1/23/2004	97.82	98.21	97.1	97.9	5283800	5715892	-34539316	93.49	98.21	88.77
1/26/2004	97.9	99.85	97.56	99.85	6190100	5742870	-28349216	93.87	99.3	88.44
1/27/2004	99.4	99.67	98.7	98.8	5345500	5731656	-32592551	94.16	99.98	88.35
1/28/2004	99.15	99.42	97.28	97.38	6552200	5757142	-38532396	94.36	100.33	88.38
1/29/2004	98.1	98.6	96.55	98.01	6642500	5799782	-35713383	94.63	100.75	88.5
1/30/2004	98.02	99.33	97.84	99.23	6137600	5827556	-30399622	94.95	101.32	88.59
2/2/2004	99.15	99.94	98.5	99.39	6200000	5845866	-28935733	95.35	101.79	88.9
2/3/2004	99	100	98.95	100	5604600	5874820	-23331133	95.69	102.35	89.04
2/4/2004	99.38	100.43	99.3	100.19	8391300	5940400	-18504279	96.05	102.87	89.23
2/5/2004	100	100.09	98.26	98.86	5974900	5941192	-20561212	96.35	103.1	89.6
2/6/2004	98.85	99.24	98.25	98.94	5400900	5954762	-18433585	96.65	103.31	89.99
2/9/2004	99.4	99.44	98.6	98.95	3742300	5943486	-19057302	97.04	103.27	90.8
2/10/2004	98.45	99.97	98.41	99.61	4057500	5941700	-16872494	97.44	103.23	91.65
2/11/2004	99.2	100.31	98.8	99.96	5505700	6007950	-13919105	97.95	102.62	93.28
2/12/2004	100.06	100.3	99.3	99.3	3611700	5975496	-17530805	98.4	101.51	95.29
2/13/2004	99.1	100.09	99.08	99.71	3562500	5944888	-16648998	98.69	101.1	96.27
2/17/2004	99.99	100	99.32	99.37	3930700	5900090	-20001654	98.89	100.76	97.02
2/18/2004	99.31	99.77	98.15	98.42	4830000	5889476	-23221654	98.95	100.65	97.25
2/19/2004	98.42	99.23	97.52	97.8	5448100	5880870	-26885581	98.96	100.64	97.27
2/20/2004	98	98.6	97.19	97.31	5689200	5887814	-31606407	98.95	100.67	97.23
2/23/2004	97.4	97.51	95.46	95.96	6629600	5880976	-35002055	98.85	100.97	96.73
2/24/2004	95.2	97.46	95.2	96.79	7012100	5878410	-32147572	98.7	100.95	96.45
2/25/2004	96.5	97.09	96.23	96.54	3362500	5817418	-33085944	98.59	101.02	96.15
2/26/2004	96.27	97.26	96.25	96.79	3967500	5795168	-32810969	98.56	101.06	96.05
2/27/2004	96.8	97.38	96.1	96.64	3829800	5752474	-33409375	98.49	101.12	95.85
